武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
螭龍の剣(完凸),華館4,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,73449.99,4018.318,4792.071,2.206,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),ファントムハンター,HP%、元素バフ、会心率,ゴロー+フリーナ+閑雲,72793.02,2959.531,4797.696,1.966,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,HP%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72793.02,2959.531,4797.696,1.966,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、元素バフ、会心率,ゴロー+フリーナ+閑雲,72793.02,2959.531,4792.071,1.966,3.094,187,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72793.02,2959.531,4792.071,1.966,3.094,187,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,元チャ、元素バフ、会心率,ゴロー+フリーナ+閑雲,72793.02,2959.531,4792.071,1.966,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,元チャ、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72793.02,2959.531,4792.071,1.966,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,72788.76,3729.039,4792.071,1.966,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,72593.31,4314.308,4792.071,1.706,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72479.05,3729.039,4792.071,1.966,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
赤角石塵滅砕,華館4,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72284.43,4314.308,4792.071,1.706,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
螭龍の剣(完凸),残響4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,72086.5,3412.377,4792.071,2.466,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,72086.5,3412.377,4792.071,2.466,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
葦海の標,ファントムハンター,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,71651.63,3749.465,4795.934,1.466,3.204,0,1.00:2.20,2.20,a,0.259,0,0,0
葦海の標,ファントムハンター,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,71275.91,3926.795,4795.934,1.466,3.1,0,1.00:2.10,2.10,a,0,0,0,0
葦海の標,残響4,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,71157.77,4070.615,4795.934,1.966,2.517282,0,0.87:1.74,2.00,a,0.179,0,0,0
葦海の標,残響4,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,71157.77,4070.615,4795.934,1.966,2.517282,0,0.87:1.74,2.00,a,0.49,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、防御%、会心率,ゴロー+フリーナ+閑雲,71106.97,3835.861,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,71106.97,3835.861,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、攻撃%、会心率,ゴロー+フリーナ+閑雲,71106.97,3835.861,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,71106.97,3835.861,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),華館4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,70958.13,3795.32,4792.071,2.206,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,70958.13,3795.32,4792.071,2.206,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、元素バフ、防御%,ゴロー+フリーナ+閑雲,70737.09,4058.859,4792.071,1.966,2.506848,0,0.87:1.74,2.00,a,0.182,0,0,0
赤角石塵滅砕,ファントムハンター,HP%、元素バフ、会心率,ゴロー+フリーナ+閑雲,70572.03,3255.521,4797.696,1.466,3.424,0,1.00:2.42,2.42,a,0.279,0,0,0
赤角石塵滅砕,ファントムハンター,HP%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,70572.03,3255.521,4797.696,1.466,3.424,0,1.00:2.42,2.42,a,0.59,0,0,0
赤角石塵滅砕,ファントムハンター,元素熟知、元素バフ、会心率,ゴロー+フリーナ+閑雲,70572.03,3255.521,4792.071,1.466,3.424,187,1.00:2.42,2.42,a,0.279,0,0,0
赤角石塵滅砕,ファントムハンター,元素熟知、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,70572.03,3255.521,4792.071,1.466,3.424,187,1.00:2.42,2.42,a,0.59,0,0,0
赤角石塵滅砕,ファントムハンター,元チャ、元素バフ、会心率,ゴロー+フリーナ+閑雲,70572.03,3255.521,4792.071,1.466,3.424,0,1.00:2.42,2.42,a,0.279,0,0,0
赤角石塵滅砕,ファントムハンター,元チャ、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,70572.03,3255.521,4792.071,1.466,3.424,0,1.00:2.42,2.42,a,0.59,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,70473.8,4185.039,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,70473.8,4185.039,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,70394.22,4106.221,4792.071,1.706,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,華館4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,70094.69,4106.221,4792.071,1.706,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
葦海の標,ファントムハンター,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,69325.85,3749.465,4795.934,1.466,3.1,0,1.00:2.10,2.10,a,0,0,0,0
葦海の標,残響4,攻撃%、元素バフ、会心率,ゴロー+フリーナ+閑雲,69253.2,3893.285,4795.934,1.966,2.517282,0,0.87:1.74,2.00,a,0.179,0,0,0
葦海の標,残響4,攻撃%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,69253.2,3893.285,4795.934,1.966,2.517282,0,0.87:1.74,2.00,a,0.49,0,0,0
螭龍の剣(完凸),華館+悠久,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,68930.55,3792.041,4792.071,2.116,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68930.55,3792.041,4792.071,2.116,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
赤角石塵滅砕,残響4,HP%、元素バフ、会心率,ゴロー+フリーナ+閑雲,68832.06,3387.461,4797.696,1.966,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,残響4,元素熟知、元素バフ、会心率,ゴロー+フリーナ+閑雲,68832.06,3387.461,4792.071,1.966,2.714952,187,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心率,ゴロー+フリーナ+閑雲,68832.06,3387.461,4792.071,1.966,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、元素バフ、防御%,ゴロー+フリーナ+閑雲,68799.05,4354.849,4792.071,1.466,2.806901,0,0.95:1.90,2.00,a,0.5405,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,68751.03,4486.789,4792.071,1.5,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、攻撃%、会心率,ゴロー+フリーナ+閑雲,68625.71,3612.863,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,68625.71,3612.863,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
赤角石塵滅砕,残響4,HP%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68539.19,3387.461,4797.696,1.966,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
赤角石塵滅砕,残響4,元素熟知、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68539.19,3387.461,4792.071,1.966,2.7034,187,0.85:2.00,2.36,a,0.8,0,0,0
赤角石塵滅砕,残響4,元チャ、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68539.19,3387.461,4792.071,1.966,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
葦海の標,華館4,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,68499.57,4435.918,4795.934,1.706,2.517282,0,0.87:1.74,2.00,a,0.179,0,0,0
葦海の標,華館4,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68499.57,4435.918,4795.934,1.706,2.517282,0,0.87:1.74,2.00,a,0.49,0,0,0
赤角石塵滅砕,残響4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,68458.5,4486.789,4792.071,1.5,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
螭龍の剣(完凸),ファントムハンター,攻撃%、元素バフ、防御%,ゴロー+フリーナ+閑雲,68351.97,3835.861,4792.071,1.966,2.506848,0,0.87:1.74,2.00,a,0.182,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、元素バフ、攻撃%,ゴロー+フリーナ+閑雲,68351.97,3835.861,4792.071,1.966,2.506848,0,0.87:1.74,2.00,a,0.182,0,0,0
螭龍の剣(完凸),残響4,攻撃%、防御%、会心率,ゴロー+フリーナ+閑雲,68142.05,3962.041,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,攻撃%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,68142.05,3962.041,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),残響4,防御%、攻撃%、会心率,ゴロー+フリーナ+閑雲,68142.05,3962.041,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,防御%、攻撃%、会心ダメージ,ゴロー+フリーナ+閑雲,68142.05,3962.041,4792.071,2,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),残響4,HP%、元素バフ、会心率,ゴロー+フリーナ+閑雲,68140.17,3085.711,4797.696,2.466,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,HP%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68140.17,3085.711,4797.696,2.466,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),残響4,元素熟知、元素バフ、会心率,ゴロー+フリーナ+閑雲,68140.17,3085.711,4792.071,2.466,2.422985,187,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,元素熟知、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68140.17,3085.711,4792.071,2.466,2.422985,187,0.84:1.69,2.00,a,0.5175,0,0,0
螭龍の剣(完凸),残響4,元チャ、元素バフ、会心率,ゴロー+フリーナ+閑雲,68140.17,3085.711,4792.071,2.466,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),残響4,元チャ、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,68140.17,3085.711,4792.071,2.466,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,68065.35,4354.849,4792.071,1,3.424,0,1.00:2.42,2.42,a,0.279,0,0,0
赤角石塵滅砕,ファントムハンター,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,68065.35,4354.849,4792.071,1,3.424,0,1.00:2.42,2.42,a,0.59,0,0,0
螭龍の剣(完凸),華館4,防御%、防御%、会心率,ゴロー+フリーナ+閑雲,68023.24,4567.982,4792.071,1.74,2.422985,0,0.84:1.69,2.00,a,0.2065,0,0,0
螭龍の剣(完凸),華館4,防御%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,68023.24,4567.982,4792.071,1.74,2.422985,0,0.84:1.69,2.00,a,0.5175,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,67867.1,4088.031,4792.071,1.616,2.714952,0,0.93:1.85,2.00,a,0.565,0,0,0
裁断,ファントムハンター,防御%、元素バフ、会心率,ゴロー+フリーナ+閑雲,67756.38,3846.195,4792.071,1.466,2.984032,0,1.00:1.99,2.00,a,0.05399999,0,0,0
裁断,ファントムハンター,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,67756.38,3846.195,4792.071,1.466,2.984032,0,1.00:1.99,2.00,a,0.365,0,0,0
赤角石塵滅砕,華館+悠久,防御%、元素バフ、会心ダメージ,ゴロー+フリーナ+閑雲,67578.33,4088.031,4792.071,1.616,2.7034,0,0.85:2.00,2.36,a,0.8,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、HP%、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4797.696,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、HP%、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4797.696,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、元素熟知、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,187,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、元素熟知、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,187,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、物理バフ、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,防御%、物理バフ、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,HP%、防御%、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4797.696,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,HP%、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4797.696,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、防御%、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,187,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,元素熟知、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,187,1.00:2.09,2.09,a,0.314,0,0,0
螭龍の剣(完凸),ファントムハンター,元チャ、防御%、会心率,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.003000021,0,0,0
螭龍の剣(完凸),ファントムハンター,元チャ、防御%、会心ダメージ,ゴロー+フリーナ+閑雲,67472.22,3509.195,4792.071,1.5,3.094,0,1.00:2.09,2.09,a,0.314,0,0,0
