武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,倍率,加算,バフ合計,バフ共通,バフ落下,耐性ダウン,熟知,率ダメ,サブステ,スコア
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),183507,2109.38,7.32,6400,2.43,1.15,1.28,-0.76,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),182449,2799.38,7.32,6400,1.68,0.4,1.28,-0.76,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),182403,2109.38,7.32,6400,2.43,1.15,1.28,-0.76,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),181621,3279.36,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),181352,2799.38,7.32,6400,1.68,0.4,1.28,-0.76,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),179941,3279.36,7.32,6400,1.68,0.4,1.28,-0.76,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),176399,3279.36,7.32,6400,1.58,1.3,0.28,-0.4,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),176375,2799.38,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.30:1.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),176375,2799.38,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.61:0.38,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),176158,2589.36,7.32,7300,1.58,1.3,0.28,-0.76,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),175730,3279.36,7.32,6400,1.68,0.4,1.28,-0.76,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),174673,3279.36,7.32,6400,1.68,0.4,1.28,-0.76,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+万葉(翠緑),172800,2799.38,7.32,6400,1.98,0.7,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+防御%+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+HP%+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+元素熟知+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,187,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+炎バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+水バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+氷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+岩バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+風バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+草バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171997,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+万葉(翠緑),171761,2799.38,7.32,6400,1.98,0.7,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+鍾離,171474,2799.38,7.32,6400,1.68,0.4,1.28,-0.6,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),171100,3759.34,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼、爆発lv10)+シロネン(灰燼、2色以上)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),171000,3759.34,7.32,6400,1.68,0.4,1.28,-0.76,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+防御%+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+HP%+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+元素熟知+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,187,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+炎バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+水バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+氷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+岩バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+風バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+草バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+攻撃%+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170963,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),170810,2799.38,7.32,7300,1.83,1.3,0.53,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170663,2799.38,7.32,6400,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.30:1.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170663,2799.38,7.32,6400,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.61:0.38,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+鍾離,170443,2799.38,7.32,6400,1.68,0.4,1.28,-0.6,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+万葉(翠緑),170425,3279.36,7.32,6400,1.98,0.7,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+防御%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170414,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+HP%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170414,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+元素熟知,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170414,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,187,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+治癒効果,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170414,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170414,2799.38,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),170120,2589.36,7.32,6400,1.58,1.3,0.28,-0.76,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,長き夜の誓い4,防御%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169840,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,HP%+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169840,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169840,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,187,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169840,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),169782,2799.38,7.32,7300,1.83,1.3,0.53,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+防御%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+HP%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+元素熟知,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,187,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+治癒効果,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+炎バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+水バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+氷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+岩バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+風バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+草バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+攻撃%+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),169633,3279.36,7.32,6400,2.43,1.15,1.28,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+攻撃%,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),169176,3069.34,7.32,7300,1.58,1.3,0.28,-0.76,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+鍾離,169117,3279.36,7.32,6400,1.68,0.4,1.28,-0.6,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+万葉(翠緑),168956,3279.36,7.32,6400,1.98,0.7,1.28,-0.4,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,防御%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),168819,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,HP%+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),168819,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),168819,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,187,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+雷バフ+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),168819,2319.4,7.32,6400,2.43,1.15,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+会心率,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),168278,3279.36,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.30:1.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),168278,3279.36,7.32,7300,1.58,1.3,0.28,-0.4,0,1.00:2.62,0.61:0.38,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,イアンサ(灰燼、爆発lv10)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ)+万葉(翠緑),167940,3279.36,7.32,6400,1.98,0.7,1.28,-0.4,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),167831,3279.36,7.32,7300,1.83,1.3,0.53,-0.4,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),166910,2109.38,7.32,7300,1.58,1.3,0.28,-0.76,0,1.00:2.62,0.30:1.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ攻撃),166910,2109.38,7.32,7300,1.58,1.3,0.28,-0.76,0,1.00:2.62,0.61:0.38,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、翠緑、メインサブ原チャ),166678,3759.34,7.32,6400,1.58,1.3,0.28,-0.4,0,1.00:2.31,0.45:0.69,1.6
